,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
16,0.4722222222222222,0.18079096045197743,0.767123287671233,0.25000000000000006,0.653846153846154,0.8292682926829268,0.8362068965517241,0.5260115606936608,0.4864864864864864,0.6461538461538464,0.3829787234042552,7
20,0.5277777777777778,0.11299435028248589,0.6575342465753424,0.25000000000000006,0.46153846153846156,0.6829268292682927,0.4655172413793104,0.5144508670520338,0.6081081081081083,0.3076923076923078,0.14893617021276606,6
21,0.3472222222222222,0.30508474576271194,0.4246575342465753,0.4583333333333332,0.5256410256410258,0.5365853658536586,0.5603448275862069,0.6763005780346987,0.7837837837837838,0.49230769230769245,0.2127659574468086,5
22,0.38888888888888895,0.3502824858757062,0.2876712328767123,0.16666666666666669,0.8333333333333335,0.21951219512195122,0.2672413793103448,0.49132947976880814,0.31081081081081097,0.8923076923076926,0.17021276595744705,5
23,0.4722222222222222,0.4180790960451978,0.1506849315068493,0.4583333333333332,0.5512820512820513,0.1951219512195122,0.5258620689655172,0.5144508670520338,0.31081081081081097,0.3076923076923078,0.14893617021276606,5
24,0.2500000000000001,0.31638418079096053,0.19178082191780824,0.49999999999999994,0.5641025641025643,0.4878048780487805,0.2931034482758621,0.5144508670520338,0.6621621621621618,0.4615384615384617,0.2127659574468086,6
25,0.16666666666666674,0.30508474576271194,0.2191780821917808,0.08333333333333331,0.5,0.24390243902439027,0.14655172413793105,0.36416184971099597,0.5405405405405399,0.35384615384615403,0.1276595744680853,5
26,0.3472222222222222,0.327683615819209,0.3287671232876712,0.25000000000000006,0.5,0.07317073170731708,0.043103448275862065,0.4450867052023142,0.4594594594594592,0.4,0.17021276595744705,5
27,0.38888888888888895,0.3502824858757062,0.2876712328767123,0.16666666666666669,0.8333333333333335,0.21951219512195122,0.2672413793103448,0.49132947976880814,0.31081081081081097,0.8923076923076926,0.17021276595744705,5
28,0.2777777777777778,0.6666666666666666,0.0,0.2916666666666666,0.5,0.3170731707317073,0.25,0.5606936416184993,0.7162162162162162,0.3384615384615386,0.14893617021276606,5
29,0.3749999999999999,0.5932203389830509,0.0,0.3333333333333333,0.5256410256410258,0.17073170731707318,0.08620689655172414,0.46820809248555406,0.5945945945945943,0.4,0.2340425531914896,6
30,0.22222222222222232,0.6271186440677967,0.09589041095890412,0.49999999999999994,0.6153846153846154,0.3902439024390244,0.6551724137931034,0.39884393063584866,0.554054054054054,0.32307692307692326,0.2978723404255317,5
31,0.2500000000000001,0.6384180790960453,0.0,0.5416666666666665,0.8205128205128205,0.5121951219512195,0.2672413793103448,0.49132947976880814,0.7027027027027022,0.36923076923076925,0.4042553191489362,6
32,0.44444444444444453,0.6045197740112995,0.1643835616438356,0.4583333333333332,0.5384615384615385,0.3414634146341463,0.9224137931034483,0.49132947976880814,0.31081081081081097,0.5076923076923078,0.2340425531914896,5
34,0.01388888888888895,0.22598870056497175,0.3424657534246575,0.25000000000000006,0.7948717948717949,0.2926829268292683,0.3793103448275862,0.38728323699423584,0.5945945945945943,0.3384615384615386,0.10638297872340408,5
36,0.3749999999999999,0.5423728813559322,0.19178082191780824,0.49999999999999994,0.5769230769230769,0.04878048780487806,0.07758620689655174,0.5953757225433662,0.6486486486486487,0.41538461538461546,0.4468085106382982,6
37,0.41666666666666663,0.29378531073446335,0.3835616438356165,0.37500000000000006,0.3205128205128206,0.2926829268292683,0.20689655172413796,0.5144508670520338,0.39189189189189166,0.6153846153846155,0.2127659574468086,7
41,0.513888888888889,0.5536723163841808,0.410958904109589,0.6666666666666665,0.6025641025641026,0.3902439024390244,0.3448275862068966,0.6069364161849933,0.432432432432432,0.27692307692307705,0.1276595744680853,4
44,0.23611111111111116,0.6214689265536724,0.0273972602739726,0.25000000000000006,0.11538461538461542,0.0975609756097561,0.043103448275862065,0.4450867052023142,0.7297297297297294,0.2923076923076924,0.17021276595744705,5
46,0.36111111111111105,0.9209039548022601,0.5890410958904109,0.4166666666666667,0.9358974358974361,0.5121951219512195,0.9310344827586207,0.5375722543352737,0.41891891891891886,0.6153846153846155,0.10638297872340408,5
47,0.4999999999999999,0.19209039548022597,0.7123287671232876,0.16666666666666669,0.9230769230769234,0.2682926829268293,0.2672413793103448,0.5260115606936608,0.41891891891891886,0.3846153846153847,0.17021276595744705,5
48,0.1805555555555557,0.31638418079096053,0.3150684931506849,0.16666666666666669,0.3205128205128206,0.0975609756097561,0.05172413793103448,0.39884393063584866,0.5405405405405399,0.35384615384615403,0.10638297872340408,5
49,0.06944444444444442,0.21468926553672316,0.5068493150684931,0.08333333333333331,0.42307692307692313,0.2682926829268293,0.7758620689655172,0.3526011560693689,0.5135135135135136,0.3846153846153847,0.10638297872340408,5
50,0.513888888888889,0.6101694915254238,0.3561643835616438,0.20833333333333331,0.42307692307692313,0.07317073170731708,0.14655172413793105,0.5491329479768865,0.28378378378378377,0.6307692307692309,0.10638297872340408,5
51,0.20833333333333337,0.45197740112994356,0.0547945205479452,0.4166666666666667,0.35897435897435903,0.17073170731707318,0.07758620689655174,0.375722543352623,0.6216216216216215,0.4615384615384617,0.14893617021276606,6
52,0.20833333333333337,0.42937853107344637,0.0547945205479452,0.37500000000000006,0.34615384615384626,0.12195121951219515,0.06896551724137931,0.36416184971099597,0.6081081081081083,0.476923076923077,0.14893617021276606,6
53,0.48611111111111105,0.29378531073446335,0.4931506849315068,0.75,0.512820512820513,0.7073170731707317,0.9741379310344827,0.5375722543352737,0.3513513513513513,0.35384615384615403,0.14893617021276606,5
54,0.3472222222222222,0.44067796610169496,0.2054794520547945,0.6666666666666665,0.8846153846153848,0.7804878048780488,0.5775862068965517,0.36416184971099597,0.31081081081081097,0.4615384615384617,0.31914893617021267,6
56,0.7083333333333331,0.3389830508474576,0.7808219178082191,0.9166666666666665,0.3717948717948719,0.07317073170731708,0.03448275862068966,0.5491329479768865,0.13513513513513553,0.4615384615384617,0.1914893617021276,5
58,0.3749999999999999,0.5310734463276836,0.2465753424657534,0.4583333333333332,0.4487179487179488,0.3902439024390244,0.41379310344827586,0.5953757225433662,0.6621621621621618,0.4,0.27659574468085113,5
59,0.30555555555555547,0.30508474576271194,0.4246575342465753,0.49999999999999994,0.42307692307692313,0.1951219512195122,0.3448275862068966,0.4450867052023142,0.6351351351351355,0.32307692307692326,0.14893617021276606,6
60,0.513888888888889,0.31638418079096053,0.547945205479452,0.4166666666666667,0.4871794871794872,0.43902439024390244,0.39655172413793105,0.6531791907514588,0.6756756756756759,0.476923076923077,0.10638297872340408,5
61,0.36111111111111105,0.6440677966101694,0.6712328767123287,0.25000000000000006,0.9487179487179489,0.46341463414634143,0.9137931034482758,0.5144508670520338,0.36486486486486447,0.5846153846153846,0.1276595744680853,5
62,0.33333333333333337,0.45197740112994356,0.2191780821917808,0.2916666666666666,0.5641025641025643,0.2682926829268293,0.25,0.5144508670520338,0.5945945945945943,0.44615384615384623,0.17021276595744705,7
63,0.26388888888888895,0.6949152542372882,0.0684931506849315,0.3333333333333333,0.512820512820513,0.2926829268292683,0.41379310344827586,0.49132947976880814,0.6081081081081083,0.36923076923076925,0.2340425531914896,5
66,0.33333333333333337,0.45197740112994356,0.1506849315068493,0.12500000000000006,0.4871794871794872,0.24390243902439027,0.28448275862068967,0.5144508670520338,0.6486486486486487,0.3846153846153847,0.1914893617021276,5
67,0.20833333333333337,0.6610169491525424,0.09589041095890412,0.16666666666666669,0.4487179487179488,0.12195121951219515,0.07758620689655174,0.4450867052023142,0.6756756756756759,0.3846153846153847,0.42553191489361675,5
68,0.5833333333333334,0.22598870056497175,0.7808219178082191,0.3333333333333333,0.42307692307692313,0.6341463414634146,0.5086206896551724,0.5260115606936608,0.4594594594594592,0.707692307692308,0.42553191489361675,5
69,0.4027777777777778,0.6610169491525424,0.0684931506849315,0.2916666666666666,0.42307692307692313,0.17073170731707318,0.11206896551724138,0.4450867052023142,0.5405405405405399,0.9538461538461539,0.3829787234042552,6
70,0.36111111111111105,0.576271186440678,0.1095890410958904,0.2916666666666666,0.4487179487179488,0.3414634146341463,0.1810344827586207,0.502890173410421,0.5135135135135136,0.32307692307692326,0.17021276595744705,6
71,0.36111111111111105,0.6214689265536724,0.3150684931506849,0.37500000000000006,0.6025641025641026,0.3902439024390244,0.7758620689655172,0.4450867052023142,0.5135135135135136,0.23076923076923084,0.17021276595744705,5
72,0.36111111111111105,0.6440677966101694,0.3013698630136986,0.2916666666666666,0.5512820512820513,0.4146341463414634,0.7586206896551724,0.43352601156070136,0.49999999999999956,0.23076923076923084,0.17021276595744705,5
73,0.44444444444444453,0.6271186440677967,0.3561643835616438,0.37500000000000006,0.5512820512820513,0.24390243902439027,0.31896551724137934,0.6069364161849933,0.49999999999999956,0.3076923076923078,0.10638297872340408,4
74,0.6388888888888887,0.22598870056497175,0.7397260273972602,0.5416666666666665,0.6794871794871795,0.6585365853658537,0.6637931034482759,0.6994219653179243,0.4594594594594592,0.7538461538461539,0.1914893617021276,5
75,0.513888888888889,0.327683615819209,0.8767123287671232,0.4166666666666667,0.6666666666666667,0.1951219512195122,0.3103448275862069,0.7225433526011784,0.810810810810811,0.5076923076923078,0.3829787234042552,5
76,0.513888888888889,0.327683615819209,0.8767123287671232,0.4166666666666667,0.6666666666666667,0.1951219512195122,0.3103448275862069,0.7225433526011784,0.810810810810811,0.5076923076923078,0.3829787234042552,5
77,0.23611111111111116,0.7514124293785311,0.0,0.49999999999999994,0.8076923076923077,0.3170731707317073,0.20689655172413796,0.49132947976880814,0.7837837837837838,0.3384615384615386,0.42553191489361675,6
78,0.22222222222222232,0.711864406779661,0.1643835616438356,0.3333333333333333,0.5769230769230769,0.2682926829268293,0.6379310344827587,0.39884393063584866,0.5945945945945943,0.2923076923076924,0.2978723404255317,5
80,0.1527777777777779,0.3728813559322034,0.273972602739726,0.16666666666666669,0.35897435897435903,0.04878048780487806,0.07758620689655174,0.39884393063584866,0.6351351351351355,0.35384615384615403,0.10638297872340408,5
82,0.31944444444444453,0.42937853107344637,0.6438356164383561,0.3333333333333333,0.5769230769230769,0.4878048780487805,0.5775862068965517,0.5375722543352737,0.5675675675675671,0.36923076923076925,0.0851063829787233,5
84,0.16666666666666674,0.20338983050847456,0.6575342465753424,0.25000000000000006,0.35897435897435903,0.4146341463414634,0.47413793103448276,0.4104046242774615,0.6756756756756759,0.6923076923076924,0.34042553191489366,6
85,0.2500000000000001,0.48587570621468934,0.2054794520547945,0.4166666666666667,0.4487179487179488,0.43902439024390244,0.2931034482758621,0.43352601156070136,0.6351351351351355,0.4,0.2978723404255317,5
87,0.36111111111111105,0.4180790960451978,0.3561643835616438,0.2916666666666666,0.2692307692307693,0.1951219512195122,0.21551724137931033,0.49132947976880814,0.6081081081081083,0.476923076923077,0.1914893617021276,5
89,0.26388888888888895,0.5649717514124294,0.1095890410958904,0.25000000000000006,0.4487179487179488,0.17073170731707318,0.15517241379310345,0.6300578034682189,0.7297297297297294,0.3076923076923078,0.06382978723404253,5
93,0.36111111111111105,0.4180790960451978,0.3561643835616438,0.2916666666666666,0.2692307692307693,0.1951219512195122,0.21551724137931033,0.49132947976880814,0.6081081081081083,0.476923076923077,0.1914893617021276,5
96,0.23611111111111116,0.7401129943502825,0.0,0.75,0.7820512820512822,0.17073170731707318,0.14655172413793105,0.4797687861271811,0.689189189189189,0.35384615384615403,0.42553191489361675,5
97,0.26388888888888895,0.42937853107344637,0.3424657534246575,0.3333333333333333,0.3717948717948719,0.04878048780487806,0.13793103448275862,0.45664739884394123,0.41891891891891886,0.4615384615384617,0.10638297872340408,5
98,0.3472222222222222,0.8813559322033898,0.0821917808219178,0.5416666666666665,0.4871794871794872,0.0975609756097561,0.03448275862068966,0.502890173410421,0.6081081081081083,0.35384615384615403,0.2340425531914896,5
99,0.41666666666666663,0.4802259887005651,0.2465753424657534,0.2916666666666666,0.5,0.2926829268292683,0.25,0.5606936416184993,0.4864864864864864,0.4,0.06382978723404253,6
100,0.44444444444444453,0.5536723163841808,0.410958904109589,0.37500000000000006,0.5512820512820513,0.24390243902439027,0.3793103448275862,0.5606936416184993,0.6216216216216215,0.4307692307692309,0.31914893617021267,6
101,0.3749999999999999,0.42937853107344637,0.410958904109589,0.2916666666666666,0.4358974358974359,0.17073170731707318,0.13793103448275862,0.4104046242774615,0.49999999999999956,0.35384615384615403,0.36170212765957466,6
102,0.41666666666666663,0.4802259887005651,0.2465753424657534,0.2916666666666666,0.5,0.2926829268292683,0.25,0.5606936416184993,0.4864864864864864,0.4,0.06382978723404253,6
103,0.41666666666666663,0.5141242937853108,0.3013698630136986,0.37500000000000006,0.46153846153846156,0.2682926829268293,0.5086206896551724,0.502890173410421,0.47297297297297325,0.27692307692307705,0.10638297872340408,5
104,0.29166666666666674,0.4180790960451978,0.3287671232876712,0.4166666666666667,0.3717948717948719,0.0975609756097561,0.25862068965517243,0.42196531791908853,0.5270270270270268,0.23076923076923084,0.14893617021276606,5
105,0.41666666666666663,0.5141242937853108,0.3013698630136986,0.37500000000000006,0.46153846153846156,0.2682926829268293,0.5086206896551724,0.502890173410421,0.47297297297297325,0.27692307692307705,0.10638297872340408,5
107,0.1527777777777779,0.576271186440678,0.4246575342465753,0.20833333333333331,0.6025641025641026,0.3414634146341463,0.5,0.5260115606936608,0.7027027027027022,0.707692307692308,0.1276595744680853,5
108,0.4027777777777778,0.23728813559322035,0.726027397260274,0.5416666666666665,0.6410256410256412,0.4146341463414634,0.6379310344827587,0.6069364161849933,0.5810810810810811,0.7230769230769233,0.1914893617021276,6
110,0.3749999999999999,0.49717514124293793,0.2602739726027397,0.25000000000000006,0.8076923076923077,0.2682926829268293,0.35344827586206895,0.46820809248555406,0.33783783783783816,0.9230769230769235,0.17021276595744705,5
111,0.45833333333333337,0.5649717514124294,0.1232876712328767,0.4166666666666667,0.5512820512820513,0.24390243902439027,0.8793103448275862,0.46820809248555406,0.28378378378378377,0.5076923076923078,0.2340425531914896,5
112,0.45833333333333337,0.5423728813559322,0.136986301369863,0.4166666666666667,0.5641025641025643,0.3170731707317073,0.9051724137931034,0.46820809248555406,0.28378378378378377,0.5076923076923078,0.2340425531914896,5
113,0.6944444444444443,0.21468926553672316,0.6027397260273972,0.4583333333333332,0.5,0.5121951219512195,0.3448275862068966,0.7456647398844041,0.5135135135135136,0.5230769230769233,0.2127659574468086,6
114,0.3749999999999999,0.49717514124293793,0.2602739726027397,0.25000000000000006,0.8076923076923077,0.2682926829268293,0.35344827586206895,0.46820809248555406,0.33783783783783816,0.9230769230769235,0.17021276595744705,5
115,0.5972222222222222,0.31638418079096053,0.4246575342465753,0.4166666666666667,0.6282051282051282,0.2926829268292683,0.48275862068965514,0.49132947976880814,0.17567567567567588,0.4615384615384617,0.3829787234042552,6
116,0.44444444444444453,0.47457627118644075,0.3835616438356165,0.2916666666666666,0.46153846153846156,0.24390243902439027,0.2931034482758621,0.6300578034682189,0.6081081081081083,0.4307692307692309,0.27659574468085113,6
117,0.3749999999999999,0.49717514124293793,0.1643835616438356,0.3333333333333333,0.5256410256410258,0.14634146341463417,0.1896551724137931,0.5375722543352737,0.5810810810810811,0.2615384615384616,0.14893617021276606,6
118,0.513888888888889,0.48587570621468934,0.0547945205479452,0.4166666666666667,1.0,0.3170731707317073,0.43103448275862066,0.4450867052023142,0.36486486486486447,0.41538461538461546,0.46808510638297873,6
119,0.26388888888888895,0.6440677966101694,0.1095890410958904,0.25000000000000006,0.7179487179487181,0.5121951219512195,0.7155172413793104,0.4104046242774615,0.5405405405405399,0.32307692307692326,0.10638297872340408,6
121,0.513888888888889,0.48587570621468934,0.0547945205479452,0.4166666666666667,1.0,0.3170731707317073,0.43103448275862066,0.4450867052023142,0.36486486486486447,0.41538461538461546,0.46808510638297873,6
122,0.30555555555555547,0.6497175141242938,0.0,0.5416666666666665,0.4358974358974359,0.04878048780487806,0.0603448275862069,0.6531791907514588,0.7432432432432434,0.2923076923076924,0.10638297872340408,5
123,0.4027777777777778,0.6666666666666666,0.0,0.5833333333333333,0.5,0.24390243902439027,0.24137931034482757,0.6069364161849933,0.6756756756756759,0.3076923076923078,0.17021276595744705,5
124,0.3749999999999999,0.42937853107344637,0.23287671232876714,0.16666666666666669,0.5256410256410258,0.4878048780487805,0.8275862068965517,0.42196531791908853,0.6081081081081083,0.23076923076923084,0.17021276595744705,5
128,0.4027777777777778,0.5310734463276836,0.2191780821917808,0.25000000000000006,0.3076923076923077,0.04878048780487806,0.08620689655172414,0.4450867052023142,0.6486486486486487,0.9076923076923079,0.3829787234042552,7
129,0.13888888888888884,0.29378531073446335,0.2054794520547945,0.25000000000000006,0.39743589743589736,0.12195121951219515,0.11206896551724138,0.36416184971099597,0.6486486486486487,0.36923076923076925,0.14893617021276606,5
131,0.06944444444444442,0.42937853107344637,0.1232876712328767,0.4583333333333332,0.10256410256410253,0.3902439024390244,0.8017241379310345,0.15606936416186556,0.932432432432432,0.4615384615384617,0.9148936170212765,5
132,0.06944444444444442,0.42937853107344637,0.1232876712328767,0.4583333333333332,0.10256410256410253,0.3902439024390244,0.8017241379310345,0.15606936416186556,0.932432432432432,0.4615384615384617,0.9148936170212765,5
133,0.20833333333333337,0.42937853107344637,0.0136986301369863,0.12500000000000006,0.2435897435897436,0.3902439024390244,0.1724137931034483,0.32947976878612906,0.6216216216216215,0.3846153846153847,0.2340425531914896,6
135,0.45833333333333337,0.7062146892655368,0.1506849315068493,0.2916666666666666,0.6282051282051282,0.36585365853658536,0.4913793103448276,0.4797687861271811,0.33783783783783816,0.7538461538461539,0.1914893617021276,5
136,0.44444444444444453,0.672316384180791,0.2054794520547945,0.25000000000000006,0.6153846153846154,0.21951219512195122,0.39655172413793105,0.5144508670520338,0.39189189189189166,0.6769230769230771,0.17021276595744705,5
137,0.29166666666666674,0.33333333333333337,0.4931506849315068,0.3333333333333333,0.512820512820513,0.2926829268292683,0.33620689655172414,0.5606936416184993,0.7297297297297294,0.476923076923077,0.10638297872340408,5
138,0.3749999999999999,0.49717514124293793,0.2602739726027397,0.37500000000000006,0.512820512820513,0.3414634146341463,0.853448275862069,0.4450867052023142,0.5270270270270268,0.32307692307692326,0.17021276595744705,5
139,0.3749999999999999,0.49717514124293793,0.2602739726027397,0.3333333333333333,0.512820512820513,0.3902439024390244,0.8793103448275862,0.4450867052023142,0.5135135135135136,0.32307692307692326,0.17021276595744705,5
140,0.45833333333333337,0.7062146892655368,0.1506849315068493,0.2916666666666666,0.6282051282051282,0.36585365853658536,0.4913793103448276,0.4797687861271811,0.33783783783783816,0.7538461538461539,0.1914893617021276,5
141,0.44444444444444453,0.672316384180791,0.2054794520547945,0.25000000000000006,0.6153846153846154,0.21951219512195122,0.39655172413793105,0.5144508670520338,0.39189189189189166,0.6769230769230771,0.17021276595744705,5
143,0.16666666666666674,0.30508474576271194,0.1095890410958904,0.20833333333333331,0.3205128205128206,0.04878048780487806,0.12068965517241381,0.3526011560693689,0.5405405405405399,0.3846153846153847,0.14893617021276606,5
146,0.09722222222222221,0.632768361581921,0.0273972602739726,0.25000000000000006,0.5897435897435896,0.4878048780487805,0.7586206896551724,0.2369942196531838,0.810810810810811,0.2923076923076924,0.27659574468085113,5
148,0.2500000000000001,0.4180790960451978,0.136986301369863,0.4583333333333332,0.42307692307692313,0.2682926829268293,0.20689655172413796,0.4104046242774615,0.6486486486486487,0.3846153846153847,0.31914893617021267,6
149,0.43055555555555547,0.31638418079096053,0.6027397260273972,0.6666666666666665,0.6153846153846154,0.24390243902439027,0.31896551724137934,0.5953757225433662,0.7972972972972969,0.4307692307692309,0.3829787234042552,6
150,0.30555555555555547,0.23728813559322035,0.6438356164383561,0.37500000000000006,0.46153846153846156,0.0975609756097561,0.043103448275862065,0.39884393063584866,0.5270270270270268,0.3076923076923078,0.34042553191489366,6
152,0.33333333333333337,0.5423728813559322,0.0410958904109589,0.25000000000000006,0.6923076923076925,0.5853658536585366,0.8017241379310345,0.3063583815029034,0.554054054054054,0.32307692307692326,0.2978723404255317,5
153,0.33333333333333337,0.5423728813559322,0.0410958904109589,0.25000000000000006,0.6923076923076925,0.5853658536585366,0.8017241379310345,0.3063583815029034,0.554054054054054,0.32307692307692326,0.2978723404255317,5
158,0.2777777777777778,0.632768361581921,0.0,0.4166666666666667,0.41025641025641024,0.2682926829268293,0.13793103448275862,0.5260115606936608,0.7297297297297294,0.2615384615384616,0.1276595744680853,5
159,0.23611111111111116,0.5423728813559322,0.2465753424657534,0.2916666666666666,0.4871794871794872,0.4146341463414634,0.6896551724137931,0.5144508670520338,0.8783783783783776,0.36923076923076925,0.1276595744680853,6
160,0.3472222222222222,0.9378531073446327,0.0410958904109589,0.3333333333333333,0.6282051282051282,0.14634146341463417,0.12068965517241381,0.4104046242774615,0.3513513513513513,0.35384615384615403,0.1914893617021276,5
162,0.3749999999999999,0.46327683615819215,0.0547945205479452,0.20833333333333331,0.4487179487179488,0.3902439024390244,0.21551724137931033,0.46820809248555406,0.5270270270270268,0.35384615384615403,0.27659574468085113,6
165,0.3749999999999999,0.576271186440678,0.6575342465753424,0.20833333333333331,0.7564102564102566,0.3170731707317073,0.7758620689655172,0.43352601156070136,0.33783783783783816,0.44615384615384623,0.17021276595744705,5
166,0.23611111111111116,0.5875706214689266,0.136986301369863,0.37500000000000006,0.5641025641025643,0.4146341463414634,0.8189655172413793,0.375722543352623,0.5405405405405399,0.2923076923076924,0.31914893617021267,5
167,0.30555555555555547,0.48587570621468934,0.0410958904109589,0.16666666666666669,0.39743589743589736,0.3902439024390244,0.3103448275862069,0.375722543352623,0.5810810810810811,0.23076923076923084,0.06382978723404253,4
168,0.23611111111111116,0.576271186440678,0.09589041095890412,0.37500000000000006,0.6153846153846154,0.24390243902439027,0.3275862068965517,0.3410404624277561,0.7162162162162162,0.3384615384615386,0.36170212765957466,6
170,0.38888888888888895,0.864406779661017,0.0410958904109589,0.25000000000000006,0.21794871794871795,0.07317073170731708,0.017241379310344827,0.5606936416184993,0.5675675675675671,0.0,0.0851063829787233,4
171,0.4027777777777778,0.3389830508474576,0.23287671232876714,0.3333333333333333,0.41025641025641024,0.12195121951219515,0.10344827586206898,0.5606936416184993,0.47297297297297325,0.4307692307692309,0.10638297872340408,6
172,0.4027777777777778,0.3389830508474576,0.23287671232876714,0.3333333333333333,0.41025641025641024,0.12195121951219515,0.10344827586206898,0.5606936416184993,0.47297297297297325,0.4307692307692309,0.10638297872340408,6
173,0.31944444444444453,0.5649717514124294,0.0684931506849315,0.2916666666666666,0.34615384615384626,0.5609756097560976,0.3103448275862069,0.43352601156070136,0.6486486486486487,0.36923076923076925,0.5957446808510638,6
174,0.30555555555555547,0.29378531073446335,0.2876712328767123,0.3333333333333333,0.5,0.14634146341463417,0.25,0.43352601156070136,0.5270270270270268,0.2153846153846154,0.17021276595744705,5
175,0.2500000000000001,0.42937853107344637,0.0547945205479452,0.12500000000000006,0.5641025641025643,0.43902439024390244,0.3706896551724138,0.39884393063584866,0.554054054054054,0.6923076923076924,0.17021276595744705,5
176,0.30555555555555547,0.29378531073446335,0.2876712328767123,0.3333333333333333,0.5,0.14634146341463417,0.25,0.43352601156070136,0.5270270270270268,0.2153846153846154,0.17021276595744705,5
177,0.33333333333333337,0.45197740112994356,0.5753424657534246,0.4583333333333332,0.5897435897435896,0.17073170731707318,0.27586206896551724,0.5606936416184993,0.8648648648648645,0.4307692307692309,0.3829787234042552,6
178,0.26388888888888895,0.7740112994350283,0.0,0.5416666666666665,0.34615384615384626,0.14634146341463417,0.12068965517241381,0.5260115606936608,0.7297297297297294,0.35384615384615403,0.1914893617021276,5
179,0.513888888888889,0.5536723163841808,0.19178082191780824,0.49999999999999994,0.33333333333333337,0.21951219512195122,0.3103448275862069,0.5260115606936608,0.33783783783783816,0.4,0.17021276595744705,5
180,0.513888888888889,0.5536723163841808,0.19178082191780824,0.49999999999999994,0.33333333333333337,0.21951219512195122,0.3103448275862069,0.5260115606936608,0.33783783783783816,0.4,0.17021276595744705,5
182,0.29166666666666674,0.6892655367231638,0.0273972602739726,0.5416666666666665,0.4487179487179488,0.36585365853658536,0.3103448275862069,0.5606936416184993,0.6756756756756759,0.2923076923076924,0.1276595744680853,5
183,0.23611111111111116,0.5536723163841808,0.273972602739726,0.25000000000000006,0.46153846153846156,0.24390243902439027,0.5086206896551724,0.5491329479768865,0.810810810810811,0.3846153846153847,0.1276595744680853,5
184,0.22222222222222232,0.5649717514124294,0.2876712328767123,0.2916666666666666,0.4871794871794872,0.17073170731707318,0.48275862068965514,0.5375722543352737,0.7837837837837838,0.3846153846153847,0.1276595744680853,6
185,0.5277777777777778,0.21468926553672316,0.7808219178082191,0.3333333333333333,0.8974358974358976,0.6097560975609756,0.6810344827586207,0.5491329479768865,0.432432432432432,0.3076923076923078,0.2127659574468086,5
186,0.31944444444444453,0.30508474576271194,0.6575342465753424,0.3333333333333333,0.5256410256410258,0.3170731707317073,0.5258620689655172,0.5606936416184993,0.5405405405405399,0.3384615384615386,0.10638297872340408,5
187,0.36111111111111105,0.6610169491525424,0.136986301369863,0.5833333333333333,0.5512820512820513,0.1951219512195122,0.1724137931034483,0.6069364161849933,0.6081081081081083,0.24615384615384617,0.2127659574468086,5
191,0.1805555555555557,0.28248587570621464,0.3424657534246575,0.2916666666666666,0.42307692307692313,0.4878048780487805,0.3706896551724138,0.5838150289017392,0.8513513513513513,0.44615384615384623,0.2340425531914896,6
